idx,status,elapsed_ms,error
0,200,86.343,
1,200,7807.213,
2,200,4082.805,
3,200,4576.421,
4,200,2999.079,
5,200,2517.087,
6,200,1307.902,
7,200,1067.56,
8,200,470.574,
9,200,6787.472,
10,200,4722.304,
11,200,5751.961,
12,200,1521.981,
13,200,1919.157,
14,200,1599.674,
15,200,3325.408,
16,200,831.233,
17,200,108.555,
18,200,184.801,
19,200,4462.96,
20,200,1544.884,
21,200,1065.333,
22,200,1308.852,
23,200,4538.351,
24,200,3594.716,
25,200,3855.561,
26,200,7605.563,
27,200,2958.109,
28,200,5669.27,
29,200,952.654,
30,200,7109.879,
31,200,901.46,
32,200,4792.178,
33,200,2326.414,
34,200,1141.947,
35,200,2498.432,
36,200,5207.004,
37,200,178.527,
38,200,3124.123,
39,200,8944.221,
40,200,2424.533,
41,200,2022.906,
42,200,570.739,
43,200,3159.629,
44,200,1424.34,
45,200,365.619,
46,200,2302.811,
47,200,9813.333,
48,200,1914.349,
49,200,3788.976,
50,200,2460.356,
51,200,4634.075,
52,200,162.052,
53,200,1078.274,
54,200,1294.816,
55,200,387.158,
56,200,3487.588,
57,200,2187.51,
58,200,3375.684,
59,200,1643.247,
60,200,7520.507,
61,200,2456.997,
62,200,598.077,
63,200,1738.778,
64,200,308.072,
65,200,908.618,
66,200,2639.77,
67,200,4038.845,
68,200,3911.37,
69,200,2795.641,
70,200,2711.606,
71,200,938.609,
72,200,168.722,
73,200,467.625,
74,200,645.899,
75,200,106.937,
76,200,5678.773,
77,200,1361.518,
78,200,993.807,
79,200,3464.524,
80,200,2914.116,
81,200,6929.987,
82,200,2520.732,
83,200,1584.618,
84,200,3097.614,
85,200,2483.67,
86,200,1059.765,
87,200,4715.093,
88,200,2148.045,
89,200,321.424,
90,200,3518.024,
91,200,6234.22,
92,200,2904.417,
93,200,4868.151,
94,200,258.657,
95,200,2414.512,
96,200,2204.699,
97,200,1076.405,
98,200,1496.973,
99,200,955.935,
100,200,7934.894,
101,200,3501.793,
102,200,2738.714,
103,200,3223.673,
104,200,4051.078,
105,200,1309.317,
106,200,363.956,
107,200,5525.184,
108,200,1803.682,
109,200,2438.189,
110,200,2964.939,
111,200,1760.468,
112,200,992.198,
113,200,1082.404,
114,200,7460.106,
115,200,1832.023,
116,200,1354.564,
117,200,1557.073,
118,200,3034.211,
119,200,4480.406,
120,200,1232.544,
121,200,6506.717,
122,200,7512.733,
123,200,3048.359,
124,200,5089.47,
125,200,9735.263,
126,200,5595.535,
127,200,1358.807,
128,200,3248.879,
129,200,5786.483,
130,200,6442.898,
131,200,2618.404,
132,200,3799.617,
133,200,1285.522,
134,200,3920.605,
135,200,3084.53,
136,200,7054.253,
137,200,2850.397,
138,200,5551.027,
139,200,2440.698,
140,200,7537.247,
141,200,9350.864,
142,200,2626.418,
143,200,4671.072,
144,200,1854.833,
145,200,2679.878,
146,200,1536.905,
147,200,2163.364,
148,200,3555.231,
149,200,1622.882,
150,200,3870.569,
151,200,4784.301,
152,200,3035.961,
153,200,8538.721,
154,200,2447.931,
155,200,5667.343,
156,200,2261.281,
157,200,2689.466,
158,200,12694.119,
159,200,3097.328,
160,200,11741.136,
161,200,10375.921,
162,200,4745.961,
163,200,6592.596,
164,200,6944.347,
165,200,11550.94,
166,200,4918.5,
167,200,2218.655,
168,200,2188.485,
169,200,3590.642,
170,200,4235.531,
171,200,7076.644,
172,200,4836.301,
173,200,6549.548,
174,200,10956.272,
175,200,5097.845,
176,200,3250.908,
177,200,3673.735,
178,200,3894.285,
179,200,9626.559,
180,200,3701.594,
181,200,3303.849,
182,200,5731.599,
183,200,5170.995,
184,200,3462.202,
185,200,6100.701,
186,200,6151.399,
187,200,2901.272,
188,200,3424.683,
189,200,4350.631,
190,200,4576.773,
191,200,9224.285,
192,200,6293.651,
193,200,6262.905,
194,200,3244.394,
195,200,11527.687,
196,200,4267.453,
197,200,7734.022,
198,200,3764.816,
199,200,4639.814,
200,200,4509.611,
201,200,5110.95,
202,200,4071.831,
203,200,3160.919,
204,200,7340.88,
205,200,4879.596,
206,200,5019.898,
207,200,5712.997,
208,200,6086.518,
209,200,12089.201,
210,200,4588.299,
211,200,3547.105,
212,200,4784.899,
213,200,5399.287,
214,200,4181.357,
215,200,5510.131,
216,200,9809.463,
217,200,12567.966,
218,200,5586.355,
219,200,12508.697,
220,200,8125.028,
221,200,4006.657,
222,200,3918.14,
223,200,4358.018,
224,200,7015.693,
225,200,7077.513,
226,200,3933.393,
227,200,4326.34,
228,200,4082.118,
229,200,3853.017,
230,200,4034.973,
231,200,5166.644,
232,200,4471.541,
233,200,4846.406,
234,200,7349.527,
235,200,11156.319,
236,200,4375.978,
237,200,4040.537,
238,200,6359.956,
239,200,4208.18,
240,200,8759.082,
241,200,7182.309,
242,200,5805.951,
243,200,6478.937,
244,200,5724.114,
245,200,5877.935,
246,200,7424.898,
247,200,5951.627,
248,200,6214.691,
249,200,6835.49,
250,200,5655.114,
251,200,5203.658,
252,200,6073.081,
253,200,5730.362,
254,200,5243.594,
255,200,5679.325,
256,200,7103.228,
257,200,7740.224,
258,200,4655.639,
259,200,6666.846,
260,200,12270.374,
261,200,4968.486,
262,200,5449.847,
263,200,9522.086,
264,200,9744.476,
265,200,4709.882,
266,200,5809.66,
267,200,9983.483,
268,200,5863.239,
269,200,4806.092,
270,200,6586.132,
271,200,5117.047,
272,200,4860.635,
273,200,6317.856,
274,200,11648.565,
275,200,6551.669,
276,200,6054.8,
277,200,6440.387,
278,200,13213.437,
279,200,5173.387,
280,200,5126.006,
281,200,9213.159,
282,200,6847.206,
283,200,12939.992,
284,200,7739.207,
285,200,6656.32,
286,200,5494.533,
287,200,9509.495,
288,200,5987.749,
289,200,11548.521,
290,200,9528.03,
291,200,6685.031,
292,200,7607.435,
293,200,7771.547,
294,200,5336.392,
295,200,9816.14,
296,200,7960.191,
297,200,7005.7,
298,200,7310.398,
299,200,8096.856,
300,200,5677.739,
301,200,6793.215,
302,200,12069.972,
303,200,6455.87,
304,200,10460.146,
305,200,10697.657,
306,200,8055.953,
307,200,7844.506,
308,200,5716.205,
309,200,7460.202,
310,200,9243.28,
311,200,7364.248,
312,200,6207.039,
313,200,8204.6,
314,200,12156.415,
315,200,9307.19,
316,200,8859.352,
317,200,6273.734,
318,200,7159.266,
319,200,8226.098,
320,200,6145.614,
321,200,7977.49,
322,200,8547.169,
323,200,9271.195,
324,200,7582.769,
325,200,7456.603,
326,200,8911.475,
327,200,11912.446,
328,200,10732.867,
329,200,12730.216,
330,200,8950.327,
331,200,9529.525,
332,200,7590.74,
333,200,9828.53,
334,200,12531.501,
335,200,6508.346,
336,200,7391.38,
337,200,9492.862,
338,200,8566.893,
339,200,8541.852,
340,200,6651.687,
341,200,12775.056,
342,200,7807.281,
343,200,7346.995,
344,200,12017.233,
345,200,9911.224,
346,200,12162.302,
347,200,7948.779,
348,200,9063.679,
349,200,7012.927,
350,200,9807.891,
351,200,7709.148,
352,200,8640.041,
353,200,8576.067,
354,200,8233.095,
355,200,7300.348,
356,200,12599.686,
357,200,8944.486,
358,200,8399.713,
359,200,9595.754,
360,200,7668.637,
361,200,7240.448,
362,200,8591.46,
363,200,7394.116,
364,200,7793.805,
365,200,11737.915,
366,200,10179.571,
367,200,7145.408,
368,200,9233.032,
369,200,8222.404,
370,200,8243.848,
371,200,9131.791,
372,200,12313.121,
373,200,12126.643,
374,200,11267.811,
375,200,8030.184,
376,200,7569.94,
377,200,12367.96,
378,200,7951.622,
379,200,8235.942,
380,200,10624.489,
381,200,10361.72,
382,200,11500.487,
383,200,7633.83,
384,200,8333.754,
385,200,8587.419,
386,200,8656.616,
387,200,10441.154,
388,200,10203.574,
389,200,9323.92,
390,200,10171.499,
391,200,8711.542,
392,200,7941.551,
393,200,9510.253,
394,200,8210.597,
395,200,10603.549,
396,200,12920.017,
397,200,12824.306,
398,200,12157.102,
399,200,8218.965,
400,200,10776.594,
401,200,9103.735,
402,200,10644.249,
403,200,12549.749,
404,200,8724.703,
405,200,9763.681,
406,200,8230.483,
407,200,9715.787,
408,200,10079.398,
409,200,8640.701,
410,200,10703.503,
411,200,8289.031,
412,200,12850.638,
413,200,9774.353,
414,200,11856.194,
415,200,9935.2,
416,200,8535.845,
417,200,11480.213,
418,200,9877.034,
419,200,9325.833,
420,200,10149.743,
421,200,11605.774,
422,200,12644.508,
423,200,8467.706,
424,200,8537.607,
425,200,11682.229,
426,200,9476.236,
427,200,9327.618,
428,200,8797.152,
429,200,9526.688,
430,200,9639.644,
431,200,9437.558,
432,200,10177.395,
433,200,11392.749,
434,200,11072.76,
435,200,8801.244,
436,200,9906.995,
437,200,9960.373,
438,200,10834.721,
439,200,9521.529,
440,200,8896.468,
441,200,12148.067,
442,200,12333.487,
443,200,10512.515,
444,200,10018.326,
445,200,11481.566,
446,200,12282.063,
447,200,12161.541,
448,200,10926.75,
449,200,12373.886,
450,200,11648.738,
451,200,10159.507,
452,200,12505.15,
453,200,12865.093,
454,200,9700.023,
455,200,10300.661,
456,200,12653.942,
457,200,9810.903,
458,200,12448.675,
459,200,12912.131,
460,200,10870.363,
461,200,10759.388,
462,200,9878.318,
463,200,12819.78,
464,200,12367.606,
465,200,10974.077,
466,200,12582.006,
467,200,12169.617,
468,200,11758.007,
469,200,10533.097,
470,200,11184.262,
471,200,9696.66,
472,200,12857.145,
473,200,10813.302,
474,200,12240.764,
475,200,11920.27,
476,200,10173.746,
477,200,10324.332,
478,200,10764.502,
479,200,11605.695,
480,200,12456.694,
481,200,10130.176,
482,200,11016.087,
483,200,10670.437,
484,200,10549.413,
485,200,12640.065,
486,200,11397.879,
487,200,12541.001,
488,200,11849.806,
489,200,11767.872,
490,200,10629.601,
491,200,11092.462,
492,200,11192.082,
493,200,10153.852,
494,200,10598.752,
495,200,11311.726,
496,200,11333.071,
497,200,12137.429,
498,200,11262.213,
499,200,11155.259,
